"","","","","","","","","","","","","","","","","","SHT update","","","","","","","","SHT update","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No.","INDEX1","INDEX2","Customer","Fab","Tool","SS P/N","SS S/N","PO","0247#","수주번호","Note","S/D","Login date","Incoming date","Repair
Location","IONES->SHT","SHT->IONES","Arrival date
in iONES","CLN
Finsh date","Delivery
date","PM Reason","Arrived 
at SHT","Process Needed","Repaired","Refurb/replace reason","SHT Remark ","SHT PO","","Recycle
Count
(T-R-C)","Total wafer","Wafer Pass Copper","Wafer Pass
Nickel","WaferPass Tin-Silver","Wafer Pass 
Tin","Wafer Pass
Gold","Amp-Min Copper            ","Amp-Min 
Nickel","Amp-Min Tin-Silver","Amp-Min 
Tin","Amp-Min 
Gold","History file Date","Pass or Fail","DMR#","NC report content
(Auto // Need to update ""DMR Ctrl CV"" Sheet)","Status","Replcaement part","Repacement PN","Wafer Seal","Contact pin","Cotnact pin
Q'ty","기본
Screw","Screw
Q'ty","Screw other","Screw other
Q'ty","Retainer","Lead in","Lead in Q'ty"
"14512","173426303R","173426303R","Samsung","P2","45676(SEC)","A0496495","173426303","4520532246","0247-06824","250611-071-15","","1","45821","45820","SHT","45821","45854","45856","","45859","SS Plate up ","45826","Refurb","Wafer seal / contact","seal damage
contact missing *1","Wafer seal A0435265  Contact A0477606","PO25061300057","","7-7-0","304","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14513","181479020R","181479020R","Samsung","P2","45676(SEC)","A0496495","181479020","4520532242","0247-06824","250611-071-16","","1","45821","45820","SHT","45821","45835","45838","","45840","SS Plate up / 바코드 교체","45826","Chem Soak","","","","PO25061300058","","6-6-0","1600","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14514","171644921R","171644921R","Samsung","P2","45676(SEC)","A0563802","171644921","4520532244","0247-07965","250611-071-17","","1","45821","45820","SHT","45821","45854","45856","","45859","SS Plate up ","45826","Refurb","Wafer seal","seal delamination  ","Wait Wafer seal A0435265","PO25061300056","","6-6-0","2013","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14515","206703911R","206703911R","Samsung","P2","45676(SEC)","A0563802","206703911","4520565357","0247-07965","250617-071-27","NO return sheet","12","45832","45820","SHT","45832","45856","45860","","45861","SS Plate up ","45846","Chem Soak","","","","PO25062400018","","1-1-0","1924","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14516","206703903R","206703903R","Samsung","P2","45681(SEC)","A0563802","206703903","4520565349","0247-07965","250617-071-28","NO return sheet","12","45832","45820","SHT","45832","45904","45908","","45909","SS Plate up ","45846","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062400016","","1-1-0","1795","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14517","213557416R","213557416R","Hynix1","","K00006(Hynix)","A0506293","213557416","4520533446","0247-08810","250611-072-1","","4","45824","45820","SHT","45824","45840","45842","","45845","Safeseal PM Counts Reach","45827","Chem Soak","","","","PO25061600022","","6-4-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14518","219353627C","219353627-R1C","Hynix1","","K00006(Hynix)","A0506293","219353627","4520533439","0247-08810","250611-072-2","","","45820","45820","","","","","45821","45824","Safeseal PM Counts Reach","","","","","","","","6-1-3","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14519","237274205C","237274205-R0C","Hynix1","","K00006(Hynix)","A0506293","237274205","4520533449","0247-08810","250611-072-3","","","45820","45820","","","","","45821","45824","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14520","223715709C","223715709-R2C","Hynix1","","79492(Hynix)","A0506293","223715709","4520533436","0247-08810","250611-072-4","","","45820","45820","","","","","45821","45824","SS Plate up ","","","","","","","","4-2-2","421","421","368","368","","","6325","2944","3380","","","","","","","","","","","","","","","","","","",""
"14521","223715718R","223715718R","Hynix1","","79846(Hynix)","A0506293","223715718","4520533443","0247-08810","250611-072-5","","4","45824","45820","SHT","45824","45840","45842","","45845","Uniformity issue","45827","Chem Soak","","","","PO25061600024","","5-5-0","295","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14522","219353613C","219353613-R2C","Hynix1","","K00029(Hynix)","A0506293","219353613","4520533442","0247-08810","250611-072-6","","","45820","45820","","","","","45821","45824","Safeseal PM Counts Reach","","","","","","","","4-2-2","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14523","223715801C","223715801-R1C","Hynix1","","K00029(Hynix)","A0506293","223715801","4520533453","0247-08810","250611-072-7","","","45820","45820","","","","","45821","45824","Safeseal PM Counts Reach","","","","","","","","5-1-4","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14524","223715711C","223715711-R1C","Hynix1","","79492(Hynix)","A0506293","223715711","4520533438","0247-08810","250611-072-8","","","45820","45820","","","","","45825","45826","SS Plate up ","","","","","","","","5-1-3","545","545","405","404","","","7180","2840","3483","","","","","","","","","","","","","","","","","","",""
"14525","237274207C","237274207-R0C","Hynix1","","K00006(Hynix)","A0506293","237274207","4520533451","0247-08810","250611-072-9","","","45820","45820","","","","","45821","45824","Safeseal PM Counts Reach","","","","","","","","1-0-1","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14526","213557421C","213557421-R0C","Hynix1","","K00006(Hynix)","A0506293","213557421","4520533445","0247-08810","250611-072-10","","","45820","45820","","","","","45821","45824","","","","","","","","","6-0-6","0","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14527","127487015R","127487015R","Hynix","","21384(Hynix)","A0506293","127487015","4520543209","0247-05612","250612-072-1","","3","45824","45821","SHT","45824","45840","45842","","45845","SS Plate up ","45827","Chem Soak","","","","PO25061600005","","11-5-0","518","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14528","125139908C","125139908-R1C","Hynix","","7022(Hynix)","A0503421","125139908","4520543208","0247-04585","250612-072-2","","","45821","45821","","","","","45825","45826","SS Plate up ","","","","","","","","8-1-7","533","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14529","178290301C","178290301-R3C","Hynix","","51640(Hynix)","A0506293","178290301","4520533028","0247-05612","250612-072-3","","","45821","45821","","","","","45825","45826","Safeseal PM Counts Reach","","","","","","","","13-3-2","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14530","193585113R","193585113R","Hynix","","40383(Hynix)","A0506293","193585113","4520533026","0247-05612","250612-072-4","","3","45824","45821","SHT","45824","45894","45896","","45897","SS Plate up ","45827","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25061600013","","9-5-0","480","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14531","193585128C","193585128-R2C","Hynix","","51640(Hynix)","A0506293","193585128","4520543276","0247-05612","250612-072-5","","","45821","45821","","","","","45825","45826","Safeseal PM Counts Reach","","","","","","","","12-2-4","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14532","193585108R","193585108R","Hynix","","21384(Hynix)","A0506293","193585108","4520532959","0247-05612","250612-072-6","","3","45824","45821","SHT","45824","45840","45842","","45845","SS Plate up ","45827","Chem Soak","","","","PO25061600011","","9-5-0","797","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14533","193585121R","193585121R","Hynix","","40383(Hynix)","A0506293","193585121","4520533033","0247-05612","250612-072-7","","3","45824","45821","SHT","45824","45840","45842","","45845","SS Plate up ","45827","Chem Soak","","","","PO25061600014","","10-5-0","926","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14534","129499612C","129499612-R4C","Hynix","","21384(Hynix)","A0506293","129499612","4520547393","0247-05612","250612-072-8","","","45821","45821","","","","","45825","45826","SS Plate up ","","","","","","","","11-4-5","815","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14535","137485310R","137485310R","Hynix","","62160(Hynix)","A0506293","137485310","4520547392","0247-05612","250612-072-9","","3","45824","45821","SHT","45824","45840","45842","","45845","Safeseal PM Counts Reach","45827","Chem Soak","","","","PO25061600007","","10-10-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14536","160277801R","160277801R","Hynix","","62160(Hynix)","A0506293","160277801","4520547390","0247-05612","250612-072-10","","3","45824","45821","SHT","45824","45840","45842","","45845","Safeseal PM Counts Reach","45827","Chem Soak","","","","PO25061600008","","6-4-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14537","194118904R","194118904R","Hynix","","40383(Hynix)","A0506293","194118904","4520543284","0247-05612","250612-072-11","","3","45824","45821","SHT","45824","45894","45896","","45897","SS Plate up ","45827","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25061600016","","7-3-0","258","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14538","137485303C","137485303-R3C","Hynix","","51640(Hynix)","A0506293","137485303","4520533029","0247-05612","250612-072-12","","","45821","45821","","","","","45825","45826","Safeseal PM Counts Reach","","","","","","","","11-3-2","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14539","193585126R","193585126R","Hynix","","62160(Hynix)","A0506293","193585126","4520533091","0247-05612","250612-072-13","","3","45824","45821","SHT","45824","45894","45896","","45897","Safeseal PM Counts Reach","45827","Refurb","Wafer seal / contact","seal damage
contact missing *1","Wafer seal A0435265  contact A0491889","PO25061600015","","10-5-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14540","193585110R","193585110R","Hynix","","21384(Hynix)","A0506293","193585110","4520532885","0247-05612","250612-072-14","","3","45824","45821","SHT","45824","45840","45842","","45845","SS Plate up ","45827","Chem Soak","","","","PO25061600012","","11-4-0","520","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14541","137079704R","137079704R","Hynix","","62160(Hynix)","A0506293","137079704","4520543207","0247-05612","250612-072-15","","3","45824","45821","SHT","45824","45894","45896","","45897","Pin Hole","45827","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25061600006","","8-6-0","575","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14542","162761405R","162761405R","Hynix","","62160(Hynix)","A0506293","162761405","4520532886","0247-05612","250612-072-16","","3","45824","45821","SHT","45824","45894","45896","","45897","Pin Hole","45827","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25061600009","","11-6-0","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14543","178290308R","178290308R","Hynix","","17769(Hynix)","A0506293","178290308","4520547384","0247-05612","250612-072-17","","3","45824","45821","SHT","45824","45840","45842","","45845","Uniformity issue","45827","Chem Soak","","","","PO25061600010","","11-6-0","1209","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14544","160277813C","160277813-R2C","Hynix","","40383(Hynix)","A0506293","160277813","4520547736","0247-05612","250613-072-1","","","45822","45822","","","","","45825","45826","Safeseal PM Counts Reach","","","","","","","","8-2-1","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14545","125440615C","125440615-R2C","Hynix","","7022(Hynix)","A0503421","125440615","4520548934","0247-04585","250613-072-2","","","45822","45822","","","","","45825","45826","SS Plate up ","","","","","","","","8-2-3","512","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14546","137079702C","137079702-R2C","Hynix","","40383(Hynix)","A0506293","137079702","4520547653","0247-05612","250613-072-3","","","45822","45822","","","","","45825","45826","Safeseal PM Counts Reach","","","","","","","","7-2-2","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14547","193585111R","193585111R","Hynix","","51640(Hynix)","A0506293","193585111","4520548935","0247-05612","250613-072-4","","6","45828","45822","SHT","45828","45842","45846","","45847","","45832","Chem Soak","","","","PO25062000039","","13-4-0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14548","168846621R","168846621R","Samsung","P2","45676(SEC)","A0496495","168846621","4520554417","0247-06824","250617-071-1","","6","45828","45822","SHT","45828","45842","45846","","45847","Leak test , 바코드 교체","45832","Chem Soak","","","","PO25062000026","","4-4-0","1466","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14549","169372514C","169372514-R6C","Samsung","P2","45676(SEC)","A0496495","169372514","4520554445","0247-06824","250617-071-2","","","45822","45822","","","","","45827","45828","SS Plate up / 바코드 교체","","","","","","","","7-6-1","3185","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14550","185317704R","185317704R","Samsung","P2","45676(SEC)","A0496495","185317704","4520554414","0247-06824","250617-071-3","","6","45828","45822","SHT","45828","45842","45846","","45847","SS Plate up / 바코드 교체","45832","Chem Soak","","","","PO25062000037","","6-6-0","1147","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14551","179773105R","179773105R","Samsung","P2","45676(SEC)","A0496495","179773105","4520554416","0247-06824","250617-071-4","","6","45828","45822","SHT","45828","45862","45866","","45867","SS Plate up ","45832","Refurb","Wafer seal","seal delamination  ","Wafer seal A0435265","PO25062000034","","5-5-0","1055","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14552","169372521R","169372521R","Samsung","P2","45676(SEC)","A0563802","169372521","4520554415","0247-07965","250617-071-5","","6","45828","45822","SHT","45828","45862","45866","","45867","SS Plate up ","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000027","","6-6-0","83","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14553","207130408R","207130408R","Samsung","P2","45676(SEC)","A0563802","207130408","4520549852","0247-07965","250617-071-6","","6","45828","45822","SHT","45828","45862","45866","","45867","SS Plate up ","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000042","","1-1-0","1996","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14554","142186014R","142186014R","Samsung","L5","8324(SEC)","A0508175","142186014","4520554430","0247-04900","250616-071-1","","6","45828","45822","SHT","45828","45842","45846","","45847","Voltage ERD 다발","45832","Chem Soak","","","","PO25062000021","","5-5-0","429","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14555","197593901R","197593901R","Samsung3","L5","65165(SEC)","A0505752","197593901","4520554427","0247-08435","250616-071-2","","6","45828","45822","SHT","45828","45842","45846","","45847","Contact Pin Broken","45832","Refurb","contact","contact missing *1","contact A0477606","PO25062000040","","2-2-0","4296","4296","459","","","","257654.55","2834.48","","","","","","","","","","","","","","","","","","","",""
"14556","142186015R","142186015R","Samsung","L5","8324(SEC)","A0508175","142186015","4520554428","0247-04900","250616-071-3","","6","45828","45822","SHT","45828","45842","45846","","45847","Voltage ERD 다발","45832","Chem Soak","","","","PO25062000022","","9-7-0","909","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14557","157342003R","157342003R","Samsung","C1","21461(SEC)","A0521505","157342003","4520554394","0247-04755","250616-071-4","","3","45828","45825","SHT","45828","45842","45846","","45847","Contact Pin burnt","45832","Refurb","Lead in","Lead in damage *2","Lead In A0493043","PO25062000024","","2-2-0","1096","1096","475","","","216","80924.17","4850.07","","","85.87","","","","","","","","","","","","","","","","",""
"14558","137484707R","137484707R","Samsung","C1","21461(SEC)","A0521505","137484707","4520554393","0247-04755","250616-071-5","","3","45828","45825","SHT","45828","45842","45846","","45847","Contact Pin Plate Up / SS Plate up ","45832","Refurb","contact","contact missing *1","contact A0520478","PO25062000019","","2-2-0","2538","2538","994","","","247","155593.99","","","","","","","","","","","","","","","","","","","","",""
"14559","137484701R","137484701R","Samsung","C1","21461(SEC)","A0565878","137484701","4520554409","0247-08792","250616-071-6","","3","45828","45825","SHT","45828","45938","45943","","45945","seal damage","45832","Refurb","Wafer seal / wafer support / Retainer","seal delamination
retainer damage
wafer support burnt
shoulder bolt *6","wafer seal A0520474 shoulder bolt A04965386","PO25062000018","","1-1-0","1313","1313","2","","","1","380514.58","16.15","","","0.48","","","","","","","","","","","","","","","","",""
"14560","219114417C","219114417-R1C","Hynix1","","K00001(Hynix)","A0506293","219114417","4520566263","0247-08810","250617-072-1","","","45826","45826","","","","","45832","45833","SS Plate up ","","","","","","","","7-1-5","898","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14561","226560013C","226560013-R0C","Hynix1","","K00001(Hynix)","A0506293","226560013","4520566259","0247-08810","250617-072-2","","","45826","45826","","","","","45832","45833","SS Plate up ","","","","","","","","4-0-4","1185","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14562","213557404R","213557404R","Hynix1","","K00029(Hynix)","A0506293","213557404","4520566251","0247-08810","250617-072-3","","6","45832","45826","SHT","45832","45904","45908","","45909","SS Plate up ","45846","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062400019","","6-3-0","42","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14563","226560002R","226560002R","Hynix1","","K00029(Hynix)","A0506293","226560002","4520566240","0247-08810","250617-072-4","","2","45828","45826","SHT","45828","45842","45846","","45847","Uniformity issue","45832","Chem Soak","","","","PO25062000048","","5-3-0","845","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14564","232489301C","232489301-R0C","Hynix1","","79846(Hynix)","A0506293","232489301","4520566219","0247-08810","250617-072-5","","","45826","45826","","","","","45833","45834","Safeseal PM Counts Reach","","","","","","","","3-0-3","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14565","213557407C","213557407-R1C","Hynix1","","K00029(Hynix)","A0506293","213557407","4520566275","0247-08810","250617-072-6","","","45826","45826","","","","","45827","45828","Safeseal PM Counts Reach","","","","","","","","4-1-2","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14566","219353617R","219353617R","Hynix1","","79846(Hynix)","A0506293","219353617","4520566226","0247-08810","250617-072-7","","2","45828","45826","SHT","45828","45894","45896","","45897","Lip seal교체 필요 Pin hole 발생","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000043","","7-2-0","128","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14567","222247006C","222247006-R1C","Hynix1","","K00029(Hynix)","A0506293","222247006","4520566269","0247-08810","250617-072-8","","","45826","45826","","","","","45832","45833","Safeseal PM Counts Reach","","","","","","","","5-1-3","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14568","219353626R","219353626R","Hynix1","","79492(Hynix)","A0506293","219353626","4520566253","0247-08810","250617-072-9","","2","45828","45826","SHT","45828","45894","45896","","45897","SS Plate up ","45832","Refurb","Wafer seal / contact","seal damage
contact missing *1","Wafer seal A0435265  contact A0491889","PO25062000044","","4-1-0","116","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14569","226560005R","226560005R","Hynix1","","79492(Hynix)","A0506293","226560005","4520566243","0247-08810","250617-072-10","","2","45828","45826","SHT","45828","45894","45896","","45897","SS Plate up ","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000049","","4-2-0","30","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14570","234923617R","234923617R","Hynix1","","K00029(Hynix)","A0506293","234923617","4520566235","0247-08810","250617-072-11","","2","45828","45826","SHT","45828","45842","45846","","45847","Uniformity issue","45832","Chem Soak","","","","PO25062000050","","3-2-0","1178","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14571","232489307C","232489307-R0C","Hynix1","","K00029(Hynix)","A0506293","232489307","4520566207","0247-08810","250617-072-12","","","45826","45826","","","","","45832","45833","Safeseal PM Counts Reach","","","","","","","","2-0-2","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14572","223715704R","223715704R","Hynix1","","79492(Hynix)","A0506293","223715704","4520566246","0247-08810","250617-072-13","","2","45828","45826","SHT","45828","45894","45896","","45897","SS Plate up ","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000047","","6-3-0","17","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14573","226560009C","226560009-R0C","Hynix1","","K00001(Hynix)","A0506293","226560009","4520566267","0247-08810","250617-072-14","","","45826","45826","","","","","45828","45831","SS Plate up ","","","","","","","","3-0-3","78","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14574","219353620C","219353620-R0C","Hynix1","","K00029(Hynix)","A0506293","219353620","4520566201","0247-08810","250617-072-15","","","45826","45826","","","","","45828","45831","Safeseal PM Counts Reach","","","","","","","","8-0-8","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14575","231454618R","231454618R","Hynix1","","79846(Hynix)","A0506293","231454618","4520566222","0247-08810","250617-072-16","","6","45832","45826","SHT","45832","45904","45908","","45909","Safeseal PM Counts Reach","45846","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062400020","","4-2-0","1100","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14576","231454617C","231454617-R1C","Hynix1","","K00029(Hynix)","A0506293","231454617","4520566168","0247-08810","250617-072-17","","","45826","45826","","","","","45827","45828","Safeseal PM Counts Reach","","","","","","","","3-1-1","1300","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14577","130895032R","130895032R","Samsung1","L16","10393(SEC)","A0563802","130895032","4520573262","0247-08604","250617-071-7","","2","45828","45826","SHT","45828","45862","45866","","45867","","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000016","","10-5-0","258","258","","","258","","4491","","","952","","","","","","","","","","","","","","","","","",""
"14578","129499713R","129499713R","Samsung","L16","10393(SEC)","A0503419","129499713","4520573261","0247-07525","250617-071-8","","8","45834","45826","SHT","45834","45849","45853","","45854","","45839","Chem Soak","","retainer damage","","PO25062600035","","6-4-0","150","150","","","150","","","","","","","","","","","","","","","","","","","","","","",""
"14579","125037309R","125037309R","Samsung","L16","10393(SEC)","A0503419","125037309","4520573272","0247-07525","250617-071-9","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up ","45832","Chem Soak","","","","PO25062000014","","8-6-0","1016","1016","","","1016","","17999","","","3827","","","","","","","","","","","","","","","","","",""
"14580","130895040C","130895040-R4C","Samsung1","L16","18150(SEC)","A0563802","130895040","4520573270","0247-08604","250617-071-10","","","45826","45826","","","","","45828","45831","","","","","","","","","9-4-2","317","317","","","317","","5620.23","","","1216.51","","","","","","","","","","","","","","","","","",""
"14581","124588304R","124588304R","Samsung","L16","18150(SEC)","A0503419","124588304","4520573259","0247-07525","250617-071-11","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up ","45832","Refurb","contact","contact missing *1","contact A0477606","PO25062000012","","8-6-0","885","885","","","885","","15386","","","3299","","","","","","","","","","","","","","","","","",""
"14582","171644923C","171644923-R3C","Samsung1","L16","18150(SEC)","A0496495","171644923","4520573257","0247-07611","250617-071-12","","","45826","45826","","","","","45827","45828","","","","","","","","","6-3-1","10","10","","","10","","165","","","34.9","","","","","","","","","","","","","","","","","",""
"14583","129499706C","129499706-R3C","Samsung","L16","10393(SEC)","A0503419","129499706","4520573274","0247-07525","250617-071-13","","","45826","45826","","","","","45828","45831","SS Plate up ","","","","","","","","4-3-1","1261","1261","","","1261","","21945","","","4736","","","","","","","","","","","","","","","","","",""
"14584","130895042C","130895042-R3C","Samsung","L16","10393(SEC)","A0503419","130895042","4520573258","0247-07525","250617-071-14","","","45826","45826","","","","","45827","45828","","","","","","","","","7-3-1","153","153","","","153","","2633","","","554","","","","","","","","","","","","","","","","","",""
"14585","124588306C","124588306-R2C","Samsung","L16","18150(SEC)","A0503419","124588306","4520573263","0247-07525","250617-071-15","","","45826","45826","","","","","45828","45831","","","","","","","","","7-2-3","93","93","","","92","","1579.32","","","337.95","","","","","","","","","","","","","","","","","",""
"14586","129499715R","129499715R","Samsung","L16","10393(SEC)","A0503419","129499715","4520573276","0247-07525","250617-071-16","","2","45828","45826","SHT","45828","45894","45896","","45897","","45832","Refurb","Wafer seal","seal damage","Wafer seal A0435265","PO25062000015","","11-5-0","20","20","","","20","","335","","","69","","","","","","","","","","","","","","","","","",""
"14587","125037303R","125037303R","Samsung","L16","18150(SEC)","A0503419","125037303","4520573277","0247-07525","250617-071-17","","2","45828","45826","SHT","45828","45894","45896","","45897","","45832","Refurb","Wafer seal","seal delamination  ","Wafer seal A0435265","PO25062000013","","9-3-0","94","94","","","94","","1578.43","","","338.58","","","","","","","","","","","","","","","","","",""
"14588","180674012R","180674012R","Samsung","P2","45676(SEC)","A0563802","180674012","4520573333","0247-07965","250617-071-18","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up ","45832","Chem Soak","","","","PO25062000036","","5-5-0","1094","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14589","181479019C","181479019-R5C","Samsung","P2","45676(SEC)","A0496495","181479019","4520573340","0247-06824","250617-071-19","","","45826","45826","","","","","45827","45828","Voltage 불량 다발 / SS Plate up ","","","","","","","","6-5-1","2383","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14590","181479017C","181479017-R6C","Samsung","P2","45676(SEC)","A0496495","181479017","4520573337","0247-06824","250617-071-20","","","45826","45826","","","","","45827","45828","SS Plate up ","","","","","","","","7-6-1","1623","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14591","201351409R","201351409R","Samsung","P2","45676(SEC)","A0563802","201351409","4520580681","0247-07965","250617-071-29","NO return sheet","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up / C3 대여품","45832","Chem Soak","","","","PO25062000041","","1-1-0","2279","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14592","171156008R","171156008R","Samsung","P2","45676(SEC)","A0496495","171156008","4520573335","0247-06824","250617-071-21","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up / 바코드 교체","45832","Chem Soak","","","","PO25062000029","","7-7-0","2810","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14593","179773104R","179773104R","Samsung","P2","45681(SEC)","A0496495","179773104","4520573332","0247-06824","250617-071-22","","2","45828","45826","SHT","45828","45862","45866","","45867","Leak test , 바코드 교체","45832","Refurb","Wafer seal","seal delamination  ","Wafer seal A0435265","PO25062000033","","6-6-0","4360","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14594","180674009R","180674009R","Samsung","P2","45676(SEC)","A0496495","180674009","4520573338","0247-06824","250617-071-23","","2","45828","45826","SHT","45828","45862","45866","","45867","SS Plate up / 바코드 교체","45832","Refurb","Wafer seal","seal delamination  ","Wafer seal A0435265","PO25062000035","","6-6-0","2725","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14595","177336325R","177336325R","Samsung","P2","45681(SEC)","A0496495","177336325","4520573341","0247-06824","250617-071-24","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up ","45832","Chem Soak","","","","PO25062000031","","8-8-0","151","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14596","171644911R","171644911R","Samsung","P2","45676(SEC)","A0496495","171644911","4520573343","0247-06824","250617-071-25","","2","45828","45826","SHT","45828","45842","45846","","45847","SS Plate up ","45832","Chem Soak","","","","PO25062000030","","7-7-0","1809","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14597","171156005R","171156005R","Samsung","P2","45681(SEC)","A0563802","171156005","4520573334","0247-07965","250617-071-26","","2","45828","45826","SHT","45828","45862","45866","","45867","SS Plate up / 바코드 교체","45832","Refurb","Wafer seal","seal delamination  ","Wafer seal A0435265","PO25062000028","","5-5-0","3828","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14598","137485304C","137485304-R3C","Hynix","","51640(Hynix)","A0506293","137485304","4520566464","0247-05612","250617-072-18","","","45826","45826","","","","","45832","45833","Safeseal PM Counts Reach","","","","","","","","10-3-3","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14599","194118909C","194118909-R4C","Hynix","","21384(Hynix)","A0506293","194118909","4520566585","0247-05612","250617-072-19","","","45826","45826","","","","","45828","45831","Safeseal PM Counts Reach","","","","","","","","10-4-3","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
